ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,target,prediction,prediction_proba
5875,D,Road,4,2,202,3,low,8,4575,1,M,M,0.535
1017,A,Ship,4,1,167,3,high,22,1403,1,F,M,0.51
5965,D,Ship,6,5,244,4,medium,6,1185,0,F,F,0.435
5854,B,Ship,6,1,185,4,high,10,5254,1,F,F,0.45
5613,A,Flight,5,1,182,5,high,6,5398,0,F,M,0.66
8084,F,Flight,4,4,175,3,low,6,4600,1,F,M,0.555
3328,B,Ship,4,3,243,3,medium,1,5021,0,M,M,0.625
3643,D,Ship,4,4,205,4,low,6,5064,0,F,M,0.56
7094,F,Ship,3,3,266,7,low,2,5671,1,M,M,0.66
6563,C,Road,4,3,256,5,low,5,1533,1,F,F,0.39
7516,B,Road,5,5,240,5,medium,7,1255,0,M,F,0.285
6827,C,Road,5,4,248,5,low,3,1471,1,F,F,0.395
9285,A,Ship,5,4,235,3,low,3,4411,1,M,F,0.49
3962,F,Road,5,1,199,2,medium,7,4660,1,M,M,0.565
991,D,Ship,3,2,234,3,medium,33,2789,1,M,M,0.63
3109,D,Ship,4,3,190,4,medium,12,3115,1,M,F,0.49
8076,F,Road,4,1,198,4,medium,9,5382,0,F,F,0.42
2615,C,Flight,5,1,253,5,low,31,3836,1,M,M,0.595
6723,A,Flight,4,4,193,3,medium,3,4596,0,F,M,0.58
903,A,Ship,3,3,250,3,low,33,3463,1,F,F,0.475
7239,A,Road,3,3,99,5,medium,9,5470,0,M,F,0.48
8991,A,Ship,4,2,239,4,low,10,5528,1,F,F,0.465
4343,C,Ship,5,1,239,2,low,5,5759,1,M,F,0.48
10252,B,Road,3,1,267,2,low,9,5744,0,F,M,0.535
5131,D,Ship,4,5,172,2,medium,7,4559,0,M,F,0.445
2671,D,Ship,5,2,246,2,low,4,3617,1,F,M,0.575
6032,F,Flight,5,1,262,5,low,1,1488,1,M,F,0.43
1248,F,Flight,4,4,197,3,low,29,2915,1,F,M,0.65
1790,F,Flight,5,2,231,4,medium,41,2992,1,M,F,0.405
5891,C,Flight,3,4,138,2,medium,8,4837,0,F,F,0.5
6804,F,Ship,3,3,153,10,medium,10,5772,0,M,F,0.465
8623,D,Road,4,2,261,5,medium,5,1073,1,M,F,0.225
2826,F,Ship,3,3,225,2,medium,55,2259,1,M,M,0.53
1794,F,Flight,3,1,163,3,medium,59,1005,1,M,F,0.385
5386,B,Ship,3,2,238,4,low,7,5254,0,F,F,0.43
10536,F,Road,4,1,211,3,medium,7,4083,1,F,M,0.515
3270,F,Road,2,2,160,3,medium,9,4613,0,F,M,0.58
5749,D,Road,4,4,258,7,medium,8,5069,0,M,F,0.47
8221,D,Flight,4,4,268,3,medium,10,4531,0,M,M,0.52
4896,F,Ship,3,3,162,2,low,9,4903,0,F,F,0.355
3127,D,Road,3,1,224,3,low,48,3672,1,F,F,0.36
4152,F,Ship,4,4,177,2,low,6,5116,0,F,F,0.47
4204,B,Ship,4,5,172,4,medium,8,5900,1,M,F,0.5
2128,B,Ship,3,1,236,2,high,2,3949,1,M,M,0.515
9159,A,Road,6,1,283,5,low,10,1304,1,F,F,0.435
2146,B,Ship,4,4,181,3,low,44,2070,1,M,M,0.51
5826,F,Ship,4,4,272,3,low,9,5458,0,M,F,0.5
7795,D,Road,4,2,209,2,medium,3,5607,0,M,M,0.545
2556,F,Ship,3,5,150,2,low,29,1934,1,M,F,0.27
4571,C,Ship,3,5,134,2,low,4,5291,0,F,F,0.465
1893,A,Road,5,1,247,10,medium,57,2377,1,F,F,0.4
2403,A,Ship,3,2,123,4,medium,7,1596,1,F,M,0.605
666,F,Road,3,3,243,2,medium,17,3230,1,M,M,0.54
5797,D,Ship,4,3,207,5,high,6,4145,0,F,M,0.625
2459,C,Road,2,5,168,3,low,37,1717,1,M,F,0.49
3436,B,Flight,3,4,217,2,medium,9,5450,0,F,F,0.495
2408,F,Ship,3,2,243,2,medium,26,2719,1,M,F,0.335
2723,C,Road,4,3,214,4,low,34,3446,1,M,F,0.36
7863,A,Ship,5,1,132,4,medium,4,5461,0,F,M,0.55
1592,F,Ship,5,3,252,2,low,11,3036,1,M,F,0.485
7214,F,Ship,7,4,247,4,low,9,1228,0,F,M,0.61
2206,B,Flight,6,2,229,3,medium,13,2322,1,M,M,0.545
10267,D,Road,3,4,138,5,medium,5,5690,0,F,M,0.53
10770,F,Ship,4,1,273,6,medium,1,1826,0,M,F,0.315
7129,D,Flight,3,3,203,3,medium,3,4196,0,F,F,0.45
8981,C,Ship,4,3,249,3,low,4,4811,0,M,F,0.41
1911,A,Road,4,5,162,3,low,31,1170,1,F,F,0.385
10758,F,Ship,5,4,274,5,low,6,1969,0,M,M,0.605
1740,F,Ship,3,2,208,2,low,41,2036,1,M,F,0.415
4219,D,Ship,3,5,243,3,medium,5,4383,0,F,M,0.655
5207,C,Flight,5,5,230,10,high,10,5619,1,M,M,0.535
5885,C,Road,3,3,169,3,low,10,5147,0,M,F,0.39
3823,D,Road,3,5,163,3,low,5,4570,0,M,M,0.56
5134,B,Ship,4,5,261,3,high,3,4885,1,M,F,0.47
7728,F,Ship,5,2,274,6,medium,2,1748,1,M,F,0.48
94,B,Ship,3,3,219,3,medium,17,3387,1,F,M,0.53
5632,B,Flight,6,2,256,3,medium,1,4435,1,M,M,0.51
6233,C,Ship,3,3,146,3,medium,4,5384,0,F,M,0.55
6174,F,Flight,5,3,269,5,low,8,5833,1,F,M,0.55
4947,A,Flight,5,2,131,5,low,4,4600,1,F,M,0.565
4783,D,Road,3,4,144,3,medium,8,5867,1,M,M,0.505
7092,F,Ship,4,3,169,6,medium,2,5607,0,F,M,0.52
2844,F,Ship,5,2,160,3,medium,44,1054,1,M,F,0.41
4488,F,Ship,6,4,210,5,medium,2,4651,0,M,F,0.5
4632,F,Road,5,3,237,3,low,8,5131,0,F,F,0.375
3488,F,Ship,4,3,249,3,medium,6,5657,1,F,F,0.44
62,F,Ship,3,3,179,3,medium,52,1158,1,M,F,0.41
9665,C,Ship,2,5,181,5,medium,5,1043,0,F,M,0.52
7378,B,Road,3,5,166,2,medium,6,4523,1,M,M,0.585
7250,F,Road,3,2,208,2,high,1,4999,0,M,F,0.43
9592,B,Flight,4,1,173,5,low,5,5049,1,F,M,0.54
4706,F,Ship,4,4,201,5,medium,3,5901,1,M,M,0.58
9716,F,Road,4,5,248,3,low,2,5310,1,F,F,0.37
6545,C,Ship,6,3,286,4,low,5,1750,1,M,F,0.38
9713,C,Road,6,1,280,4,low,5,1624,0,F,F,0.29
3673,D,Road,4,1,251,3,low,4,4374,1,F,M,0.66
3268,B,Road,2,3,242,2,medium,1,5892,1,F,M,0.505
489,A,Ship,7,5,192,3,low,46,1550,1,M,F,0.28
10352,F,Ship,2,5,228,3,low,8,5643,1,M,M,0.51
7920,F,Road,5,1,223,3,medium,4,4905,1,F,F,0.45
10353,A,Ship,3,2,214,2,medium,9,4512,0,F,M,0.665
3231,A,Ship,5,2,215,6,medium,5,5195,1,F,M,0.53
6614,F,Ship,5,1,276,5,medium,5,1358,1,M,M,0.685
4112,F,Flight,3,5,106,2,low,3,5615,0,F,M,0.62
8589,A,Ship,5,1,211,3,low,7,5594,1,M,F,0.39
3101,C,Ship,5,1,195,3,low,37,3690,1,M,M,0.525
6839,C,Road,4,3,207,10,low,9,4179,0,F,F,0.46
5868,F,Road,3,1,209,2,low,6,5701,1,M,M,0.515
200,F,Ship,2,2,154,3,medium,38,7846,1,M,F,0.175
2680,B,Ship,3,1,185,2,low,41,3787,1,F,M,0.525
4117,D,Flight,3,4,259,4,medium,5,4564,1,F,M,0.53
3864,F,Ship,2,4,143,6,medium,1,5514,0,F,F,0.475
3604,B,Ship,4,2,275,6,medium,9,1890,0,M,M,0.515
5238,F,Ship,3,1,176,3,low,7,4276,0,F,F,0.44
6659,C,Ship,3,2,250,4,low,3,5449,1,F,M,0.58
10331,C,Ship,5,3,210,6,low,6,4203,1,M,M,0.555
5355,A,Flight,4,5,140,5,medium,3,4191,1,F,F,0.49
2038,B,Road,4,1,280,3,medium,2,3366,1,M,M,0.53
8610,F,Road,5,2,221,6,medium,4,1952,1,M,F,0.415
9563,C,Ship,4,4,237,3,medium,2,4760,0,M,F,0.325
2997,A,Road,3,1,132,4,medium,58,1067,1,M,M,0.55
6621,A,Ship,5,5,230,3,low,10,5163,0,F,F,0.425
3409,D,Road,3,2,188,3,low,4,5376,0,M,M,0.57
8677,D,Ship,3,1,207,4,low,9,5889,0,F,F,0.45
2149,D,Ship,6,5,152,3,medium,62,1325,1,F,M,0.57
7061,C,Ship,3,1,173,3,low,3,4453,1,F,M,0.62
10032,F,Ship,4,1,139,3,medium,7,4275,0,F,F,0.39
2133,A,Ship,4,1,235,3,high,22,3695,1,F,F,0.455
4049,C,Ship,5,2,160,3,high,3,4599,0,M,F,0.48
2227,D,Ship,4,3,180,4,low,14,1686,1,M,F,0.34
2864,F,Road,5,4,239,2,low,35,2107,1,M,F,0.36
5538,F,Ship,5,4,219,5,low,5,1388,1,M,F,0.49
3789,A,Ship,3,3,163,3,low,5,5638,0,M,M,0.54
8131,D,Ship,5,4,176,3,medium,10,5456,0,M,F,0.5
3529,D,Ship,4,4,218,2,low,9,5637,0,M,M,0.56
4410,F,Ship,3,4,111,5,medium,1,4102,0,F,M,0.515
6533,C,Ship,3,5,260,4,medium,8,4162,1,F,M,0.515
6705,A,Road,5,3,230,3,medium,4,4914,1,M,F,0.435
2207,C,Flight,2,1,111,3,medium,16,1882,1,M,F,0.39
3844,B,Flight,3,1,199,6,medium,7,4805,0,F,F,0.445
10898,F,Ship,4,3,242,2,low,9,4876,0,M,F,0.455
10597,D,Ship,3,1,167,3,low,4,5943,1,F,F,0.445
611,C,Ship,3,4,134,2,medium,43,1198,1,M,M,0.51
6075,A,Ship,4,3,145,4,medium,2,5735,0,M,M,0.615
4711,D,Ship,4,2,224,2,medium,8,4781,1,F,M,0.685
10384,B,Ship,3,4,257,3,medium,10,4670,1,M,F,0.47
2166,F,Road,3,1,177,2,low,38,1099,1,M,M,0.655
1209,A,Road,3,1,154,2,low,44,1994,1,F,M,0.52
9187,D,Flight,6,3,297,5,low,5,1657,0,F,F,0.425
3482,F,Ship,4,3,254,4,low,9,4492,0,M,M,0.61
7223,C,Ship,4,2,244,5,low,7,5337,0,F,M,0.51
7585,D,Ship,3,5,146,5,low,3,5489,0,F,M,0.54
8319,A,Ship,7,3,296,4,medium,2,1304,1,F,M,0.61
6662,F,Ship,3,1,200,2,medium,8,4337,0,M,F,0.25
7521,A,Road,3,5,204,2,low,1,4133,0,M,F,0.49
10448,F,Ship,6,5,268,4,low,7,1600,1,M,M,0.535
5206,B,Flight,3,5,247,3,low,4,5891,1,F,M,0.585
8339,C,Road,4,4,229,5,low,9,1361,0,M,M,0.515
8331,A,Road,6,5,308,4,low,8,1569,1,M,M,0.68
1335,A,Ship,3,1,198,4,medium,44,2848,1,F,F,0.5
1681,D,Ship,3,4,189,3,medium,37,3492,1,F,M,0.575
3044,F,Ship,3,2,274,3,medium,50,3958,1,F,F,0.495
5924,F,Ship,5,5,275,3,medium,9,4287,1,M,M,0.675
10762,B,Ship,5,1,220,5,low,4,1156,1,F,F,0.48
4125,A,Flight,4,1,233,2,low,7,4403,1,M,M,0.57
10311,A,Ship,4,4,163,3,low,8,4921,1,M,F,0.435
5367,A,Ship,3,4,166,2,low,10,5258,0,F,F,0.38
6303,A,Flight,7,2,307,4,medium,2,1073,0,M,M,0.605
7479,A,Ship,5,5,245,5,low,1,1924,1,F,F,0.455
9296,F,Road,3,5,263,3,medium,1,4645,0,M,F,0.49
4017,A,Ship,4,5,157,4,low,8,4344,1,F,F,0.35
5527,D,Ship,6,5,252,4,low,9,1460,0,F,F,0.445
634,B,Ship,2,3,164,2,low,56,1491,1,M,F,0.345
9204,F,Ship,3,4,225,4,medium,9,5575,0,F,M,0.525
9567,A,Road,4,1,224,2,medium,2,4581,1,M,F,0.45
9805,D,Ship,3,2,255,4,low,8,5511,0,F,F,0.495
9388,B,Ship,3,2,177,3,low,9,5427,0,F,F,0.415
10525,D,Road,3,5,188,3,high,6,4234,1,F,M,0.555
928,B,Ship,3,3,179,2,low,60,1808,1,F,F,0.45
8220,F,Flight,4,5,173,3,medium,8,4040,1,F,F,0.415
10889,C,Ship,4,4,192,2,low,1,4429,0,M,F,0.435
1374,F,Flight,5,5,190,4,medium,47,3644,1,F,F,0.49
10330,B,Ship,4,2,191,2,medium,8,4806,1,F,M,0.59
3080,F,Ship,3,1,188,2,low,14,2074,1,F,F,0.43
9175,D,Flight,5,4,307,5,low,8,1903,0,M,F,0.43
6393,A,Ship,3,1,146,2,medium,8,5375,0,F,F,0.375
4602,F,Ship,4,2,229,2,low,9,5026,0,M,F,0.26
3160,B,Flight,3,1,162,8,high,10,5429,0,F,M,0.675
9357,A,Ship,6,4,287,4,medium,7,1141,1,M,F,0.44
6404,F,Ship,4,4,171,3,low,6,4343,1,M,M,0.6
2540,F,Ship,2,5,252,2,low,21,2070,1,F,M,0.535
9286,B,Ship,3,2,253,2,low,8,5608,0,M,M,0.57
10176,F,Ship,3,2,174,3,low,3,5207,1,F,M,0.525
9180,F,Flight,5,3,218,6,low,6,1519,1,F,F,0.3
4406,F,Ship,3,2,237,3,medium,10,5851,0,F,F,0.38
9067,D,Ship,5,5,196,3,medium,7,4084,1,M,F,0.485
2774,F,Ship,5,5,171,3,high,14,1554,1,M,F,0.435
8497,D,Flight,2,1,112,5,low,1,4543,0,F,F,0.415
7567,D,Ship,4,3,261,4,medium,9,5116,1,M,F,0.43
9026,F,Road,3,4,287,5,medium,9,5308,0,F,M,0.61
9883,D,Ship,6,5,268,4,medium,1,1248,1,F,F,0.41
8561,C,Ship,5,4,221,6,medium,6,1488,1,M,M,0.645
5167,D,Ship,5,4,177,2,low,2,5618,1,M,F,0.475
3522,F,Ship,2,2,190,2,medium,7,4075,0,M,F,0.435
9769,D,Ship,4,3,167,3,high,4,6000,1,F,F,0.39
6555,A,Road,6,2,309,4,low,6,1335,0,F,M,0.55
663,A,Road,4,4,218,5,medium,36,2995,1,F,F,0.425
6374,F,Ship,3,5,206,3,low,6,4620,1,F,F,0.465
10093,D,Ship,5,1,125,4,medium,3,5595,0,M,F,0.465
7447,D,Ship,5,2,174,3,medium,10,4902,1,F,F,0.5
6594,F,Ship,5,4,281,4,medium,8,1220,0,M,M,0.545
10637,C,Ship,5,5,132,3,low,2,5552,0,F,M,0.525
9512,F,Ship,4,5,171,3,low,10,4752,1,F,M,0.53
6730,B,Flight,4,3,225,2,high,4,4732,0,F,M,0.605
9508,B,Ship,3,4,253,3,medium,4,4269,0,M,M,0.51
986,F,Ship,6,1,172,6,high,50,1052,1,F,F,0.47
10601,C,Ship,5,1,240,5,medium,5,4144,0,F,M,0.65
6997,D,Flight,3,2,286,6,high,5,5588,0,F,M,0.64
8300,F,Ship,5,1,103,5,low,3,4966,0,M,F,0.34
6844,B,Road,4,5,134,10,medium,5,4244,0,M,F,0.46
1075,D,Road,4,5,268,3,medium,3,2758,1,F,F,0.415
9598,B,Flight,3,5,268,3,low,7,4910,0,M,M,0.505
7888,B,Ship,4,3,137,3,medium,9,5016,0,M,M,0.66
399,A,Road,4,3,152,3,low,58,1453,1,M,F,0.44
5653,D,Ship,3,5,196,3,medium,9,4741,1,F,F,0.445
8706,F,Ship,3,1,204,3,medium,4,4619,1,M,M,0.51
4800,F,Flight,7,2,250,5,medium,9,1327,0,M,M,0.605
4121,C,Flight,4,3,208,2,medium,1,5826,0,F,M,0.545
2873,C,Flight,4,2,257,4,high,58,2269,1,M,F,0.48
10254,F,Road,3,1,263,3,high,10,4911,0,M,F,0.485
8583,A,Ship,5,5,271,2,medium,6,4788,1,M,F,0.475
3831,A,Road,6,2,290,5,medium,8,1512,1,M,F,0.41
5708,F,Ship,4,4,149,2,medium,9,4605,0,F,F,0.41
449,C,Ship,3,1,183,3,low,19,3018,1,M,F,0.435
1699,D,Ship,4,4,204,2,low,29,2941,1,M,F,0.47
5593,D,Road,4,4,264,4,medium,9,5186,0,M,M,0.565
717,A,Ship,5,3,236,3,high,47,3519,1,F,F,0.45
7107,A,Road,5,4,243,5,low,5,1118,0,F,F,0.405
5692,B,Ship,4,1,216,2,low,5,5059,0,F,F,0.425
10416,F,Flight,5,4,259,6,low,1,1206,1,M,F,0.435
6417,A,Road,4,3,143,4,medium,2,4919,0,F,M,0.525
3717,A,Ship,5,1,197,4,low,2,5594,1,F,F,0.46
6726,F,Flight,4,1,152,3,medium,3,4250,1,F,M,0.545
2648,F,Ship,3,1,269,3,low,61,3542,1,M,F,0.31
9431,C,Road,7,5,301,4,low,9,1660,1,M,F,0.465
9591,A,Flight,4,4,137,4,medium,5,5095,0,F,F,0.475
817,D,Road,4,1,176,3,medium,36,1891,1,F,M,0.51
3561,A,Flight,4,3,185,10,high,7,4818,1,F,M,0.555
220,B,Ship,3,5,270,3,low,60,3885,1,M,F,0.35
7483,D,Ship,4,2,263,5,low,5,1874,0,F,M,0.635
6344,F,Ship,4,3,275,5,low,2,4622,1,M,M,0.69
439,D,Ship,3,5,241,3,medium,48,2841,1,M,F,0.305
9033,A,Road,4,5,180,4,high,10,5176,1,F,F,0.475
8301,A,Ship,5,2,184,3,low,4,4552,0,F,M,0.555
3970,B,Flight,4,5,214,3,high,1,4004,0,F,M,0.555
6960,F,Ship,5,3,206,3,low,1,4645,0,F,F,0.48
6606,F,Ship,7,4,259,4,low,6,1697,0,M,M,0.64
3582,F,Ship,3,3,271,2,low,8,4444,1,F,M,0.535
9190,B,Flight,5,1,232,5,medium,7,1069,1,F,M,0.57
2807,C,Ship,3,1,187,4,medium,42,3621,1,M,F,0.415
8819,C,Ship,4,5,234,5,low,2,1087,1,F,F,0.44
10865,C,Ship,5,3,148,3,low,7,4714,0,M,F,0.49
8961,A,Ship,3,3,206,3,low,3,5746,1,F,F,0.5
5069,C,Flight,5,2,233,3,high,4,4140,0,F,M,0.685
1892,F,Road,4,5,238,10,medium,44,3860,1,F,F,0.425
3956,F,Road,4,1,224,5,low,7,5738,0,F,M,0.565
1357,D,Road,4,5,201,3,medium,41,3563,1,M,F,0.42
5985,A,Ship,4,5,198,7,medium,9,4249,1,M,F,0.395
2653,D,Ship,3,3,158,3,low,20,1431,1,F,M,0.515
3577,D,Flight,4,5,168,4,medium,4,4776,1,F,F,0.48
3345,A,Ship,3,4,133,2,low,7,4663,0,F,F,0.475
7524,F,Road,4,1,252,3,low,4,5119,1,M,F,0.46
4019,C,Ship,3,5,160,3,medium,1,5062,0,F,M,0.51
9562,B,Ship,4,1,234,3,low,2,4282,0,M,F,0.5
7952,F,Flight,6,4,306,4,low,8,1465,0,F,F,0.375
9102,F,Ship,5,3,223,5,medium,4,1817,0,M,F,0.405
517,D,Ship,3,5,274,3,medium,51,3476,1,F,M,0.6
4077,A,Ship,5,2,248,8,low,10,4583,0,F,F,0.48
2253,A,Ship,4,1,173,2,medium,53,1251,1,M,F,0.36
1905,A,Road,4,5,277,5,medium,32,1055,1,F,F,0.45
3629,C,Ship,4,1,134,3,medium,2,4983,0,M,M,0.645
3028,B,Flight,3,1,107,3,high,13,1861,1,F,M,0.575
2868,F,Road,5,4,157,4,low,65,1951,1,F,F,0.415
7090,B,Ship,3,3,203,3,medium,8,5929,0,F,F,0.43
6779,C,Ship,5,5,268,3,medium,7,4480,1,F,M,0.59
4593,A,Ship,4,2,142,2,medium,5,4062,0,F,F,0.315
8335,D,Road,6,4,275,4,low,10,1005,0,M,F,0.45
4934,F,Flight,5,4,200,3,medium,8,5206,1,F,F,0.445
5453,C,Ship,3,2,135,7,medium,5,4716,0,F,F,0.4
8782,B,Flight,3,2,199,3,low,8,5431,0,F,F,0.42
6583,D,Flight,7,2,279,4,medium,1,1480,0,F,F,0.48
3369,A,Ship,4,2,296,2,medium,2,1233,0,F,F,0.48
2057,C,Flight,3,4,196,3,low,47,2447,1,M,F,0.465
7518,F,Road,3,1,179,2,low,3,5159,1,M,F,0.37
2515,D,Ship,4,4,141,2,low,7,1479,1,M,F,0.285
7887,A,Ship,5,1,169,4,low,6,4253,1,M,F,0.475
1220,F,Road,5,5,169,4,medium,23,1922,1,F,F,0.36
7334,F,Ship,3,4,158,2,medium,7,4744,0,M,F,0.485
8265,A,Ship,7,1,281,4,low,9,1235,0,F,M,0.62
5323,D,Road,3,3,199,3,low,7,5258,1,M,M,0.61
4637,C,Road,4,2,231,6,low,8,5227,0,M,F,0.45
9533,C,Ship,2,4,178,4,medium,8,4620,0,F,M,0.51
3971,C,Flight,4,1,174,3,low,8,5549,0,F,F,0.49
3558,F,Flight,4,5,214,2,low,8,4512,0,M,M,0.6
3363,A,Ship,3,2,206,3,high,1,4431,1,F,F,0.42
5694,F,Ship,3,3,145,3,low,10,5696,0,F,F,0.4
917,C,Ship,5,5,261,8,medium,39,2103,1,M,F,0.37
10531,D,Road,3,5,263,3,medium,4,4081,1,M,F,0.455
9267,A,Ship,3,3,217,3,medium,10,5439,0,M,M,0.56
9132,F,Ship,6,3,256,4,low,9,1212,1,F,M,0.57
2522,F,Ship,6,4,221,10,medium,42,2972,1,M,F,0.37
8922,F,Flight,4,5,250,5,medium,6,1662,0,M,M,0.715
4474,B,Ship,3,1,173,2,low,10,4115,1,M,M,0.58
2532,F,Ship,4,1,151,3,high,39,1458,1,F,M,0.69
3296,F,Flight,3,5,125,2,low,5,4933,1,M,M,0.605
2411,C,Ship,4,1,274,4,medium,57,3332,1,M,F,0.35
6138,F,Ship,3,3,168,4,low,4,4096,1,F,F,0.425
6489,A,Ship,3,1,194,3,low,1,5566,0,F,M,0.535
8011,D,Ship,5,3,238,5,high,7,1848,0,M,M,0.51
7347,A,Ship,3,2,206,2,low,7,4185,1,F,M,0.53
5878,B,Road,4,3,207,4,low,5,5008,1,M,M,0.52
10631,C,Ship,3,2,208,2,low,6,5344,0,F,M,0.605
1134,F,Ship,4,2,227,2,high,35,3583,1,M,M,0.615
1787,C,Flight,6,2,148,4,low,56,1511,1,M,F,0.48
7142,F,Ship,5,3,275,5,low,7,1349,0,M,M,0.59
4805,C,Flight,6,2,152,2,low,9,1993,0,F,M,0.55
1161,A,Ship,4,5,127,8,low,39,1411,1,M,F,0.49
4155,A,Ship,5,2,258,2,medium,4,5965,0,F,F,0.48
2084,F,Ship,5,5,265,3,medium,46,3997,1,M,F,0.435
2685,A,Ship,3,1,185,4,low,35,3648,1,F,F,0.435
8571,A,Ship,3,1,165,3,low,10,5823,0,M,M,0.595
7991,C,Ship,4,3,145,3,low,5,5802,1,F,F,0.47
1816,B,Ship,3,3,191,3,low,5,2007,1,M,M,0.69
7910,F,Ship,5,1,181,3,low,6,5423,0,F,M,0.51
4218,F,Ship,5,2,201,3,low,2,5132,1,M,M,0.605
5827,D,Ship,3,3,153,3,low,8,5487,0,M,F,0.3
71,C,Ship,5,1,187,4,high,14,3849,1,M,F,0.43
4070,F,Ship,2,1,271,8,medium,5,4924,0,F,F,0.43
2602,B,Flight,4,2,238,3,low,30,3423,1,M,M,0.59
6585,A,Flight,5,1,267,5,low,4,1097,0,F,F,0.41
7638,F,Ship,3,4,195,4,low,3,4743,0,M,F,0.495
10897,D,Ship,4,1,133,4,low,10,5258,0,F,F,0.5
9209,C,Ship,3,3,255,3,low,4,4628,1,M,M,0.53
8233,D,Flight,3,3,155,3,medium,7,5464,0,F,M,0.57
1685,C,Ship,4,2,247,3,medium,64,2198,1,F,F,0.43
5469,A,Road,6,5,301,5,medium,3,1628,0,M,F,0.435
10434,F,Ship,4,2,170,10,medium,4,4696,1,F,F,0.375
6175,D,Flight,5,4,157,3,medium,7,4199,1,F,F,0.45
10882,B,Ship,3,2,123,4,low,10,5891,0,F,M,0.55
3868,B,Ship,4,3,218,2,medium,6,4414,1,M,M,0.515
4346,F,Ship,4,3,245,3,low,8,4826,0,M,F,0.21
402,F,Road,3,2,217,2,high,19,2992,1,M,M,0.62
5488,B,Flight,5,5,169,4,low,2,4188,0,F,M,0.605
8406,F,Ship,5,3,135,3,medium,5,4484,0,F,F,0.425
9891,A,Ship,3,4,247,3,low,4,5844,0,F,M,0.555
1558,B,Ship,4,1,148,3,low,30,1731,1,M,M,0.68
3708,F,Flight,5,4,142,2,high,7,5341,0,M,M,0.61
10299,A,Ship,5,5,148,4,medium,4,5909,0,F,M,0.67
10798,B,Road,4,2,251,6,low,3,1297,0,F,F,0.41
2890,B,Flight,4,3,149,3,medium,17,1990,1,M,M,0.625
9555,A,Ship,3,2,204,2,low,2,5033,1,F,M,0.615
6397,D,Ship,4,2,170,2,medium,5,4996,1,M,M,0.54
264,F,Road,3,2,226,2,medium,45,1446,1,M,F,0.445
900,F,Ship,4,3,206,3,medium,20,2247,1,F,F,0.395
7332,F,Ship,4,2,162,4,medium,7,5294,0,M,F,0.46
10509,A,Ship,4,2,222,2,medium,10,5115,1,M,M,0.615
6240,F,Ship,3,4,175,3,medium,10,4771,1,M,M,0.59
10977,A,Flight,3,2,278,4,medium,9,1631,0,M,F,0.43
5809,D,Ship,2,1,197,4,low,5,4614,0,M,F,0.485
7754,F,Ship,6,1,284,4,low,7,1153,0,F,F,0.425
3008,F,Road,4,3,161,3,low,52,1199,1,F,M,0.575
9783,A,Ship,3,4,213,3,high,7,5516,1,M,F,0.39
4754,F,Ship,6,2,247,4,low,10,1556,0,M,F,0.34
6889,D,Ship,7,3,309,4,low,1,1290,1,F,F,0.43
10685,C,Flight,3,5,169,3,low,4,5659,0,F,F,0.415
3400,B,Road,3,4,213,3,low,5,4535,1,F,F,0.475
3848,F,Flight,4,3,206,4,low,1,4596,1,M,M,0.54
6679,D,Ship,3,5,135,2,medium,9,5614,1,F,F,0.32
3749,C,Ship,3,4,250,2,medium,1,4922,1,M,F,0.36
2727,A,Road,2,3,126,4,high,3,1364,1,F,M,0.51
6151,D,Road,4,3,179,3,low,3,5495,1,F,F,0.495
1761,A,Road,4,3,152,2,medium,18,1537,1,M,F,0.42
6453,A,Flight,4,4,237,3,medium,4,4747,1,M,M,0.515
2948,F,Ship,2,2,193,3,medium,64,2867,1,M,F,0.35
9018,F,Road,2,2,270,4,low,6,5585,0,M,F,0.395
2370,F,Ship,4,5,144,3,low,9,1526,1,M,F,0.385
1108,B,Flight,3,1,211,2,low,45,3332,1,F,M,0.53
3413,C,Road,3,2,172,2,low,9,4532,1,F,F,0.485
8795,C,Ship,3,5,188,4,medium,3,4033,0,M,F,0.405
5579,C,Ship,4,5,160,5,medium,3,4648,1,F,F,0.455
5078,F,Flight,3,2,200,4,medium,4,4918,0,F,F,0.49
8414,F,Ship,4,3,257,3,low,8,4447,1,M,M,0.595
274,B,Flight,2,3,183,2,medium,52,3199,1,F,M,0.56
1951,D,Ship,4,3,148,2,low,29,1809,1,M,M,0.615
7,D,Flight,3,4,250,3,low,3,2371,1,F,M,0.515
5191,D,Road,4,4,231,2,low,4,5825,0,F,F,0.42
568,B,Ship,5,2,268,3,low,19,2526,1,M,F,0.38
1465,D,Ship,3,2,226,3,low,11,3708,1,M,M,0.625
398,F,Road,2,1,123,4,low,53,1036,1,F,F,0.405
6076,B,Ship,3,1,230,3,medium,3,4957,0,M,F,0.475
259,D,Road,2,3,158,3,low,13,1245,1,F,F,0.495
2580,F,Road,4,2,128,5,low,28,1247,1,F,F,0.415
6962,F,Road,5,2,274,2,low,5,4154,0,F,F,0.425
268,B,Road,4,1,258,3,medium,36,2211,1,M,M,0.53
10542,F,Road,5,4,228,4,low,8,4831,1,F,M,0.56
4905,A,Ship,3,1,165,2,low,6,4445,0,M,F,0.42
6789,A,Ship,3,4,250,6,medium,1,4543,1,M,M,0.555
