ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_low,Product_importance_medium,Gender_M
1317,3,2,181,3,29,2164,1,False,False,False,False,False,True,True,False,False
1318,4,4,111,6,8,1145,1,True,False,False,False,False,True,True,False,True
1319,2,3,159,3,62,1124,1,False,True,False,False,False,True,False,True,True
1320,4,3,205,3,44,2291,1,False,False,False,True,False,True,False,True,False
1321,5,1,134,3,12,1775,1,False,False,True,False,False,True,False,False,False
1322,3,1,191,3,4,3947,1,False,False,False,True,False,True,True,False,False
1323,2,3,141,2,28,1624,1,False,False,False,False,False,True,False,True,False
1324,5,1,225,2,31,3454,1,True,False,False,False,False,True,False,True,True
1325,3,5,171,3,24,1300,1,False,True,False,False,False,True,False,True,False
1326,4,3,286,5,37,2938,1,False,False,False,True,False,True,True,False,True
1327,3,1,255,5,1,2713,1,False,False,True,False,False,True,True,False,False
1328,4,5,113,6,25,1538,1,False,False,False,True,False,True,False,True,True
1329,5,1,201,3,65,2488,1,False,False,False,False,False,True,False,True,False
1330,3,1,184,3,49,2823,1,True,False,False,False,False,True,False,True,False
1331,3,1,199,2,18,3346,1,False,True,False,False,False,True,False,True,False
1332,4,4,255,2,29,2267,1,False,False,False,True,False,True,False,True,True
1333,4,5,269,4,60,3456,1,False,False,True,False,False,True,False,True,True
1334,5,5,260,2,23,3065,1,False,False,False,True,False,True,True,False,False
1335,3,1,198,4,44,2848,1,False,False,False,False,False,True,False,True,False
1336,4,2,256,2,10,3128,1,True,False,False,False,False,True,False,True,True
1337,3,1,140,4,27,1184,1,False,True,False,False,False,True,True,False,True
1338,3,4,165,4,7,1627,1,False,False,False,True,False,True,False,True,False
1339,3,3,144,3,1,1274,1,False,False,True,False,False,True,True,False,True
1340,2,2,240,3,53,2980,1,False,False,False,True,False,True,True,False,True
1341,4,2,183,4,15,3632,1,False,False,False,False,False,True,True,False,True
1342,5,3,201,2,4,3757,1,True,False,False,False,False,True,True,False,True
1343,4,4,216,2,6,3255,1,False,True,False,False,False,True,False,True,False
1344,4,5,218,3,25,2682,1,False,False,False,True,True,False,True,False,True
1345,3,4,147,3,2,1307,1,False,False,True,False,True,False,True,False,False
1346,3,5,264,2,1,3947,1,False,False,False,True,True,False,False,True,False
1347,4,4,145,3,43,1651,1,False,False,False,False,True,False,True,False,False
1348,3,5,264,6,30,2751,1,True,False,False,False,True,False,True,False,True
1349,4,5,253,2,43,2589,1,False,True,False,False,True,False,False,True,False
1350,2,4,257,6,5,3986,1,False,False,False,True,True,False,True,False,True
1351,4,1,202,3,59,2563,1,False,False,True,False,True,False,False,False,True
1352,5,5,245,4,12,2225,1,False,False,False,True,True,False,False,True,False
1353,4,1,162,2,47,1540,1,False,False,False,False,True,False,True,False,False
1354,3,2,158,3,39,1512,1,True,False,False,False,True,False,False,True,False
1355,3,1,182,3,40,3536,1,False,True,False,False,True,False,False,True,False
1356,3,4,218,3,4,3534,1,False,False,False,True,True,False,False,True,False
1357,4,5,201,3,41,3563,1,False,False,True,False,True,False,False,True,True
1358,5,1,184,4,38,2232,1,False,False,False,True,True,False,False,True,False
1359,4,1,241,3,61,3812,1,False,False,False,False,True,False,False,True,False
1360,5,5,263,2,59,3238,1,True,False,False,False,True,False,False,True,True
1361,5,5,230,2,36,3381,1,False,True,False,False,True,False,False,True,False
1362,3,4,240,3,28,2356,1,False,False,False,True,True,False,True,False,False
1363,4,5,233,3,43,3856,1,False,False,True,False,True,False,False,True,False
1364,4,3,237,2,22,2912,1,False,False,False,True,True,False,False,True,True
1365,5,4,144,3,59,1178,1,False,False,False,False,True,False,True,False,False
1366,3,1,167,3,1,1252,1,True,False,False,False,False,False,True,False,True
1367,4,5,138,3,64,1708,1,False,True,False,False,False,False,True,False,False
1368,5,3,165,2,51,1429,1,False,False,False,True,False,False,False,True,True
1369,4,3,247,4,19,3838,1,False,False,True,False,False,False,True,False,False
1370,3,2,152,6,7,1674,1,False,False,False,True,False,False,True,False,False
1371,5,3,199,4,24,3473,1,False,False,False,False,False,False,True,False,False
1372,5,4,268,3,6,2206,1,True,False,False,False,False,False,False,True,True
1373,4,5,150,2,30,1782,1,False,True,False,False,False,False,True,False,False
1374,5,5,190,4,47,3644,1,False,False,False,True,False,False,False,True,False
1375,4,3,153,4,36,1171,1,False,False,True,False,False,False,True,False,True
1376,4,2,185,3,27,3410,1,False,False,False,True,False,False,True,False,True
1377,5,1,274,3,58,2098,1,False,False,False,False,False,False,False,True,True
1378,4,3,258,2,11,2252,1,True,False,False,False,False,False,False,False,True
1379,3,1,110,3,54,1155,1,False,True,False,False,False,False,True,False,False
1380,3,5,240,6,21,3559,1,False,False,False,True,False,False,True,False,True
1381,6,5,118,2,6,1726,1,False,False,True,False,False,False,True,False,False
1382,3,2,243,2,38,3850,1,False,False,False,True,False,False,True,False,False
1383,6,2,225,6,44,2057,1,False,False,False,False,False,False,True,False,True
1384,3,2,238,4,49,3179,1,True,False,False,False,False,False,False,True,False
1385,4,4,127,5,16,1955,1,False,True,False,False,False,False,True,False,False
1386,3,5,166,2,45,1665,1,False,False,False,True,False,False,True,False,True
1387,3,1,180,3,29,1414,1,False,False,True,False,False,False,True,False,False
1388,4,4,161,2,59,1941,1,False,False,False,True,False,True,False,True,True
1389,5,1,230,3,43,2994,1,False,False,False,False,False,True,True,False,False
1390,5,3,167,3,51,1573,1,True,False,False,False,False,True,True,False,False
1391,4,5,186,3,16,2693,1,False,True,False,False,False,True,True,False,False
1392,4,4,150,3,9,1620,1,False,False,False,True,False,True,False,False,True
1393,4,1,253,7,37,2955,1,False,False,True,False,False,True,False,True,True
1394,5,2,239,2,59,2897,1,False,False,False,True,False,True,False,True,False
1395,6,2,294,4,57,1265,1,False,False,False,False,False,True,True,False,True
1396,4,2,158,4,45,1758,1,True,False,False,False,False,True,True,False,False
1397,6,3,135,5,20,1266,1,False,True,False,False,False,True,True,False,False
1398,4,2,238,3,28,1040,1,False,False,False,True,False,True,True,False,False
1399,6,3,213,3,17,1656,1,False,False,True,False,False,True,True,False,True
1400,5,2,165,2,18,1918,1,False,False,False,True,False,True,False,True,False
1401,4,3,247,4,16,2362,1,False,False,False,False,False,True,True,False,True
1402,3,5,152,6,32,1158,1,True,False,False,False,False,True,True,False,False
1403,5,4,199,4,24,3443,1,False,True,False,False,False,True,True,False,True
1404,5,2,268,3,41,3716,1,False,False,False,True,False,True,False,True,False
1405,4,3,150,2,51,1491,1,False,False,True,False,False,True,True,False,True
1406,5,1,190,4,24,3446,1,False,False,False,True,False,True,False,True,True
1407,4,1,153,4,7,1130,1,False,False,False,False,False,True,True,False,True
1408,4,4,185,3,13,2080,1,True,False,False,False,False,True,True,False,True
1409,5,3,274,3,54,2905,1,False,True,False,False,False,True,False,True,False
1410,4,5,258,2,5,3512,1,False,False,False,True,False,True,False,False,True
1411,3,4,110,3,55,1281,1,False,False,True,False,False,True,True,False,False
1412,3,2,240,6,26,2683,1,False,False,False,True,False,True,True,False,False
1413,6,2,118,2,2,1744,1,False,False,False,False,False,True,True,False,False
1414,3,4,243,2,14,3693,1,True,False,False,False,False,True,True,False,False
1415,6,5,225,6,55,2052,1,False,True,False,False,False,True,True,False,False
1416,3,3,238,4,57,3537,1,False,False,False,True,False,True,False,True,True
1417,4,3,127,5,5,1205,1,False,False,True,False,False,True,True,False,False
1418,3,3,166,2,45,1791,1,False,False,False,True,False,True,True,False,False
1419,3,5,180,3,6,1228,1,False,False,False,False,False,True,True,False,True
1420,4,5,161,2,55,1457,1,True,False,False,False,False,True,False,True,True
1421,5,4,230,3,39,3989,1,False,True,False,False,False,True,True,False,False
1422,5,5,167,3,53,1564,1,False,False,False,True,False,True,True,False,False
1423,4,3,186,3,25,3851,1,False,False,True,False,False,True,True,False,False
1424,4,2,150,3,32,1689,1,False,False,False,True,False,True,False,False,False
1425,4,5,253,7,11,3825,1,False,False,False,False,False,True,False,True,False
1426,5,2,239,2,15,2471,1,True,False,False,False,False,True,False,True,False
1427,6,3,294,4,52,1667,1,False,True,False,False,False,True,True,False,True
1428,4,5,158,4,4,1595,1,False,False,False,True,False,True,True,False,False
1429,6,2,135,5,26,1585,1,False,False,True,False,False,True,True,False,True
1430,4,5,238,3,9,1724,1,False,False,False,True,False,True,True,False,True
1431,6,2,265,3,3,1904,1,False,False,False,False,False,True,True,False,True
1432,5,5,180,5,35,1725,1,True,False,False,False,False,True,False,True,True
1433,7,2,229,3,43,1793,1,False,True,False,False,False,True,True,False,False
1434,3,2,176,3,51,1297,1,False,False,False,True,False,True,True,False,True
1435,3,5,172,2,60,1840,1,False,False,True,False,False,True,False,True,True
1436,6,5,100,4,3,1440,1,False,False,False,True,False,True,False,True,False
1437,4,3,142,6,6,1459,1,False,False,False,False,False,True,True,False,True
1438,4,3,153,3,2,1095,1,True,False,False,False,False,True,False,True,True
1439,3,4,160,4,56,1408,1,False,True,False,False,False,True,True,False,False
1440,4,3,217,3,16,3444,1,False,False,False,True,False,True,False,True,False
1441,3,2,273,3,41,3464,1,False,False,True,False,False,True,True,False,True
1442,3,4,133,3,17,1187,1,False,False,False,True,False,True,True,False,True
1443,3,4,155,4,54,1885,1,False,False,False,False,False,True,True,False,True
1444,5,3,184,4,2,3798,1,True,False,False,False,False,True,False,True,False
1445,5,5,230,3,43,3609,1,False,True,False,False,False,True,False,True,True
1446,3,4,254,3,53,3538,1,False,False,False,True,False,True,False,False,True
1447,4,5,108,6,46,1882,1,False,False,True,False,False,True,False,True,True
1448,4,4,154,3,52,1367,1,False,False,False,True,False,True,True,False,True
1449,5,3,177,3,1,1916,1,False,False,False,False,False,True,True,False,False
1450,3,3,162,2,65,1184,1,True,False,False,False,False,True,False,True,True
1451,3,4,285,6,27,2249,1,False,True,False,False,False,True,True,False,False
1452,3,2,257,3,6,3620,1,False,False,False,True,False,True,True,False,False
1453,4,5,143,3,48,1922,1,False,False,True,False,False,True,True,False,False
1454,6,3,223,6,29,2980,1,False,False,False,True,False,True,False,True,True
1455,3,5,230,2,27,3840,1,False,False,False,False,False,True,True,False,True
1456,4,5,241,4,58,2874,1,True,False,False,False,False,True,False,True,True
1457,3,5,156,3,44,1424,1,False,True,False,False,False,True,False,True,True
1458,4,4,232,4,27,3436,1,False,False,False,True,False,True,True,False,True
1459,3,2,231,3,55,3952,1,False,False,True,False,False,True,True,False,True
1460,3,4,183,2,52,2078,1,False,False,False,True,False,True,False,True,False
1461,4,1,240,3,50,2430,1,False,False,False,False,False,True,True,False,True
1462,4,4,218,2,27,2824,1,True,False,False,False,False,True,False,True,True
1463,5,1,248,3,37,3830,1,False,True,False,False,False,True,True,False,True
1464,4,3,170,2,33,1980,1,False,False,False,True,False,True,False,True,False
1465,3,2,226,3,11,3708,1,False,False,True,False,False,True,True,False,True
1466,4,3,232,3,11,2624,1,False,False,False,True,False,True,True,False,True
1467,4,1,192,3,15,3460,1,False,False,False,False,False,True,True,False,False
1468,3,5,250,4,11,3464,1,True,False,False,False,False,True,True,False,False
1469,5,5,224,3,48,2298,1,False,True,False,False,False,True,False,True,False
1470,3,3,167,3,42,1363,1,False,False,False,True,False,True,False,True,False
1471,2,3,123,2,11,1383,1,False,False,True,False,False,True,False,True,True
1472,5,2,243,2,4,3681,1,False,False,False,True,False,True,False,True,False
1473,4,3,233,2,45,2732,1,False,False,False,False,False,True,True,False,False
1474,3,3,201,2,36,3340,1,True,False,False,False,False,True,False,False,True
1475,3,1,230,2,18,2832,1,False,True,False,False,False,True,False,True,False
1476,4,3,271,3,59,2996,1,False,False,False,True,False,True,True,False,True
1477,4,1,159,3,13,1445,1,False,False,True,False,False,True,False,True,True
1478,3,3,249,3,55,3375,1,False,False,False,True,False,True,True,False,True
1479,3,4,137,3,17,1212,1,False,False,False,False,False,True,False,True,False
1480,3,5,225,3,8,3813,1,True,False,False,False,False,True,False,True,True
1481,4,1,226,3,28,2211,1,False,True,False,False,True,False,True,False,False
1482,4,4,174,3,49,1141,1,False,False,False,True,True,False,True,False,True
1483,5,2,264,5,27,3118,1,False,False,True,False,True,False,True,False,False
1484,4,4,151,3,6,1930,1,False,False,False,True,True,False,False,True,False
1485,3,1,180,2,65,1321,1,False,False,False,False,True,False,True,False,False
1486,3,4,149,2,37,1080,1,True,False,False,False,True,False,False,True,False
1487,3,1,209,3,20,3181,1,False,True,False,False,True,False,True,False,False
1488,6,1,219,6,10,2385,1,False,False,False,True,True,False,True,False,False
1489,4,3,164,3,28,1880,1,False,False,True,False,True,False,True,False,True
1490,3,1,268,3,3,3040,1,False,False,False,True,True,False,False,True,True
1491,4,4,204,4,35,2513,1,False,False,False,False,True,False,False,True,False
1492,5,5,226,3,23,2626,1,True,False,False,False,True,False,False,True,True
1493,5,1,105,5,1,1101,1,False,True,False,False,True,False,True,False,True
1494,4,5,153,3,10,1183,1,False,False,False,True,True,False,True,False,True
1495,3,5,192,2,5,2339,1,False,False,True,False,True,False,False,True,False
1496,4,3,199,2,28,2607,1,False,False,False,True,True,False,True,False,False
1497,5,2,156,4,39,1204,1,False,False,False,False,True,False,False,True,True
1498,3,2,180,2,53,1853,1,True,False,False,False,True,False,True,False,True
1499,4,5,162,2,62,1650,1,False,True,False,False,True,False,False,True,True
1500,5,5,284,6,9,3912,1,False,False,False,True,True,False,True,False,True
1501,4,1,271,2,33,3269,1,False,False,True,False,True,False,False,False,True
1502,3,1,269,2,38,2195,1,False,False,False,True,True,False,False,True,True
1503,3,4,135,3,11,1740,1,False,False,False,False,False,False,True,False,True
1504,5,2,200,2,2,2075,1,True,False,False,False,False,False,True,False,False
1505,5,2,206,6,23,2016,1,False,True,False,False,False,False,False,True,True
1506,4,2,229,4,32,3518,1,False,False,False,True,False,False,True,False,False
1507,5,3,267,3,48,3393,1,False,False,True,False,False,False,True,False,True
1508,4,1,135,2,64,1471,1,False,False,False,True,False,False,False,True,False
1509,4,5,259,2,15,2381,1,False,False,False,False,False,False,False,True,True
1510,3,3,223,2,30,3622,1,True,False,False,False,False,False,False,True,True
1511,3,4,245,4,20,2534,1,False,True,False,False,False,False,True,False,True
1512,4,4,207,3,20,2637,1,False,False,False,True,False,False,True,False,True
1513,5,3,171,3,62,1304,1,False,False,True,False,False,False,False,True,True
1514,3,5,130,5,27,1891,1,False,False,False,True,False,False,True,False,False
1515,3,2,241,3,60,3922,1,False,False,False,False,False,False,False,True,False
1516,4,4,261,3,33,3678,1,True,False,False,False,False,False,True,False,False
1517,3,5,182,3,34,3595,1,False,True,False,False,False,False,False,True,True
1518,3,2,270,4,29,3768,1,False,False,False,True,False,False,False,False,True
1519,3,5,157,4,26,1969,1,False,False,True,False,False,False,False,True,True
1520,3,3,172,4,33,1989,1,False,False,False,True,False,False,True,False,False
1521,3,3,205,2,2,2910,1,False,False,False,False,False,False,False,True,False
1522,4,5,268,3,7,3622,1,True,False,False,False,False,False,False,True,True
1523,3,1,156,3,1,1517,1,False,True,False,False,False,False,False,True,False
1524,3,5,202,2,4,3372,1,False,False,False,True,False,False,True,False,False
1525,3,1,249,3,43,3277,1,False,False,True,False,False,True,True,False,False
1526,3,2,141,3,41,1801,1,False,False,False,True,False,True,False,True,False
1527,3,1,230,2,28,3646,1,False,False,False,False,False,True,False,True,True
1528,5,5,229,2,59,3844,1,True,False,False,False,False,True,False,True,False
1529,4,5,146,4,25,1606,1,False,True,False,False,False,True,True,False,False
1530,3,3,162,2,26,1659,1,False,False,False,True,False,True,True,False,False
1531,5,2,241,3,39,3743,1,False,False,True,False,False,True,True,False,True
1532,3,4,271,2,14,2163,1,False,False,False,True,False,True,True,False,True
1533,3,5,166,3,31,1117,1,False,False,False,False,False,True,False,False,False
1534,3,1,171,3,28,1075,1,True,False,False,False,False,True,False,True,True
1535,3,5,169,2,20,1021,1,False,True,False,False,False,True,True,False,False
1536,3,1,137,3,47,1611,1,False,False,False,True,False,True,True,False,True
1537,3,4,211,3,56,3654,1,False,False,True,False,False,True,True,False,True
1538,4,5,171,3,2,1114,1,False,False,False,True,False,True,False,True,False
1539,4,4,142,4,2,1461,1,False,False,False,False,False,True,False,True,True
1540,3,2,184,4,10,2972,1,True,False,False,False,False,True,False,True,False
1541,6,5,111,6,28,1216,1,False,True,False,False,False,True,False,False,False
1542,2,5,278,4,34,3416,1,False,False,False,True,False,True,True,False,True
1543,3,5,160,2,41,1495,1,False,False,True,False,False,True,False,True,False
1544,3,4,212,2,56,3976,1,False,False,False,True,False,True,False,True,False
1545,3,5,175,2,59,1051,1,False,False,False,False,False,True,True,False,True
1546,4,3,251,3,46,2632,1,True,False,False,False,False,True,False,True,False
1547,3,3,205,2,15,3231,1,False,True,False,False,False,True,True,False,False
1548,5,5,163,3,54,1536,1,False,False,False,True,False,True,True,False,True
1549,4,1,272,2,27,2030,1,False,False,True,False,False,True,True,False,True
1550,4,1,134,3,37,1818,1,False,False,False,True,False,True,False,True,False
1551,5,5,259,2,63,2583,1,False,False,False,False,False,True,False,True,True
1552,3,3,246,3,45,3945,1,True,False,False,False,False,True,False,True,False
1553,4,1,211,2,44,3099,1,False,True,False,False,False,True,False,True,False
1554,4,2,190,2,6,3595,1,False,False,False,True,False,True,False,True,False
1555,4,5,233,5,44,2648,1,False,False,True,False,False,True,False,True,False
1556,5,4,199,2,20,2553,1,False,False,False,True,False,True,False,False,False
1557,5,2,191,3,52,2028,1,False,False,False,False,False,True,False,False,False
1558,4,1,148,3,30,1731,1,True,False,False,False,False,True,True,False,True
1559,2,5,177,6,41,1772,1,False,True,False,False,False,True,False,True,False
1560,3,1,171,2,1,1629,1,False,False,False,True,False,True,True,False,True
1561,3,3,237,3,57,3761,1,False,False,True,False,False,True,False,True,True
1562,4,4,265,3,47,3307,1,False,False,False,True,False,True,False,True,False
1563,4,2,136,2,19,1387,1,False,False,False,False,False,True,False,True,True
1564,3,1,145,2,25,1851,1,True,False,False,False,False,True,False,False,True
1565,4,1,238,2,3,2241,1,False,True,False,False,False,True,True,False,False
1566,4,4,210,3,14,3666,1,False,False,False,True,False,True,False,True,False
1567,5,1,159,4,38,1277,1,False,False,True,False,False,True,True,False,True
1568,4,1,232,2,26,3300,1,False,False,False,True,False,True,False,True,False
1569,3,2,174,3,4,1337,1,False,False,False,False,False,True,True,False,True
1570,5,1,129,5,35,1458,1,True,False,False,False,False,True,False,True,True
1571,3,3,201,4,7,2299,1,False,True,False,False,False,True,False,True,True
1572,5,2,151,4,12,1145,1,False,False,False,True,False,True,True,False,True
1573,2,1,252,3,12,2800,1,False,False,True,False,False,True,True,False,False
1574,5,3,156,3,58,1218,1,False,False,False,True,False,True,False,True,True
1575,6,3,215,5,13,3899,1,False,False,False,False,False,True,True,False,True
1576,4,4,153,3,13,1402,1,True,False,False,False,False,True,True,False,True
1577,5,1,261,3,25,3494,1,False,True,False,False,False,True,True,False,True
1578,5,4,263,3,61,2606,1,False,False,False,True,False,True,False,True,True
1579,5,4,153,6,35,1082,1,False,False,True,False,False,True,False,True,True
1580,3,5,137,3,28,1815,1,False,False,False,True,False,True,False,False,False
1581,3,5,270,5,31,3737,1,False,False,False,False,False,True,True,False,True
1582,5,1,167,2,62,1884,1,True,False,False,False,False,True,True,False,True
1583,3,3,143,3,64,1630,1,False,True,False,False,False,True,True,False,True
1584,5,5,214,3,31,2033,1,False,False,False,True,False,True,True,False,False
1585,2,2,182,2,14,3751,1,False,False,True,False,False,True,False,True,False
1586,3,5,234,2,4,2701,1,False,False,False,True,False,True,False,False,True
1587,4,5,181,2,59,2239,1,False,False,False,False,False,True,False,True,True
1588,2,4,162,3,34,1558,1,True,False,False,False,False,True,True,False,False
1589,5,4,185,4,31,3565,1,False,True,False,False,False,True,False,True,True
1590,4,2,199,2,4,3351,1,False,False,False,True,False,True,False,True,False
1591,4,1,272,3,49,2803,1,False,False,True,False,False,True,False,True,True
1592,5,3,252,2,11,3036,1,False,False,False,True,False,True,True,False,True
1593,4,5,156,3,2,1127,1,False,False,False,False,False,True,True,False,False
1594,4,2,173,3,63,1220,1,True,False,False,False,False,True,False,True,False
1595,3,2,148,4,38,1322,1,False,True,False,False,False,True,False,True,False
1596,4,3,158,3,27,1207,1,False,False,False,True,False,True,False,True,False
1597,5,2,261,3,62,3352,1,False,False,True,False,False,True,True,False,True
1598,2,4,105,2,54,1707,1,False,False,False,True,False,True,False,True,True
1599,3,5,193,3,57,3364,1,False,False,False,False,False,True,False,False,False
1600,3,3,198,3,49,2446,1,True,False,False,False,False,True,True,False,True
1601,4,5,213,3,42,3121,1,False,True,False,False,False,True,False,True,False
1602,4,1,244,3,59,3073,1,False,False,False,True,False,True,True,False,True
1603,6,4,241,6,61,2806,1,False,False,True,False,False,True,False,False,False
1604,4,5,278,6,4,3909,1,False,False,False,True,False,True,True,False,True
1605,2,2,145,2,1,1126,1,False,False,False,False,False,True,True,False,True
1606,5,2,140,4,58,1175,1,True,False,False,False,False,True,False,False,True
1607,4,4,209,3,37,3026,1,False,True,False,False,False,True,False,True,True
1608,3,3,233,3,35,2204,1,False,False,False,True,False,True,False,True,True
1609,3,1,227,3,52,3336,1,False,False,True,False,False,True,False,True,True
1610,5,1,258,2,22,3713,1,False,False,False,True,False,True,False,True,False
1611,5,4,259,3,38,3720,1,False,False,False,False,False,True,True,False,False
1612,3,5,153,2,44,1585,1,True,False,False,False,False,True,True,False,False
1613,3,5,181,3,22,3575,1,False,True,False,False,False,True,False,True,True
1614,4,4,143,8,39,1345,1,False,False,False,True,False,True,False,True,False
1615,5,2,111,5,3,1711,1,False,False,True,False,False,True,False,True,True
1616,4,5,198,2,51,2820,1,False,False,False,True,False,True,False,True,True
1617,3,4,121,3,63,1611,1,False,False,False,False,False,True,True,False,False
1618,3,2,204,3,48,2792,1,True,False,False,False,True,False,False,True,True
1619,4,4,203,5,36,3912,1,False,True,False,False,True,False,True,False,True
1620,4,1,167,3,10,1616,1,False,False,False,True,True,False,True,False,False
1621,4,1,270,3,64,2406,1,False,False,True,False,True,False,False,True,False
1622,5,2,260,2,58,2018,1,False,False,False,True,True,False,False,False,True
1623,3,1,180,3,21,1047,1,False,False,False,False,True,False,False,False,False
1624,3,4,157,2,12,1694,1,True,False,False,False,True,False,False,True,True
1625,3,3,156,6,45,1602,1,False,True,False,False,True,False,True,False,True
1626,4,4,236,7,62,2280,1,False,False,False,True,True,False,False,True,True
1627,5,2,240,7,57,2708,1,False,False,True,False,True,False,False,True,False
1628,4,2,104,7,46,1438,1,False,False,False,True,True,False,False,True,False
1629,4,2,140,3,49,1820,1,False,False,False,False,True,False,False,True,False
1630,3,2,150,3,29,1354,1,True,False,False,False,True,False,False,True,True
1631,6,2,286,7,65,3362,1,False,True,False,False,True,False,False,True,False
1632,5,5,224,8,49,3282,1,False,False,False,True,True,False,True,False,False
1633,3,4,204,3,49,3225,1,False,False,True,False,True,False,True,False,False
1634,5,2,266,7,12,2056,1,False,False,False,True,True,False,True,False,False
1635,6,3,241,6,8,3878,1,False,False,False,False,True,False,False,False,False
1636,4,2,278,6,36,2330,1,True,False,False,False,True,False,True,False,False
1637,2,1,145,2,49,1177,1,False,True,False,False,True,False,True,False,False
1638,5,4,140,4,5,1130,1,False,False,False,True,True,False,False,False,False
1639,4,4,209,3,52,2740,1,False,False,True,False,True,False,False,True,False
1640,3,1,233,3,1,2744,1,False,False,False,True,False,False,False,True,True
1641,3,2,227,3,21,2351,1,False,False,False,False,False,False,False,True,True
1642,5,4,258,2,24,2878,1,True,False,False,False,False,False,False,True,False
1643,5,3,259,3,45,3335,1,False,True,False,False,False,False,True,False,False
1644,3,3,153,2,39,1328,1,False,False,False,True,False,False,True,False,False
1645,3,2,181,3,45,3786,1,False,False,True,False,False,False,False,True,True
1646,4,4,143,8,12,1326,1,False,False,False,True,False,False,False,True,True
1647,5,4,111,5,42,1587,1,False,False,False,False,False,False,False,True,False
1648,4,4,198,2,64,3787,1,True,False,False,False,False,False,False,True,True
1649,3,5,121,3,10,1701,1,False,True,False,False,False,False,True,False,False
1650,3,4,204,3,27,2772,1,False,False,False,True,False,False,False,True,False
1651,4,2,203,5,20,3098,1,False,False,True,False,False,False,True,False,False
1652,4,1,167,3,57,1782,1,False,False,False,True,False,False,True,False,False
1653,4,5,270,3,20,3185,1,False,False,False,False,False,False,False,True,True
1654,5,3,260,2,63,2715,1,True,False,False,False,False,False,False,False,False
1655,3,3,180,3,56,1684,1,False,True,False,False,False,False,False,False,False
1656,3,3,157,2,62,1366,1,False,False,False,True,False,False,False,True,False
1657,3,5,156,6,65,1308,1,False,False,True,False,False,False,True,False,True
1658,4,5,236,7,44,3808,1,False,False,False,True,False,False,False,True,False
1659,5,2,240,7,47,2174,1,False,False,False,False,False,False,False,True,False
1660,4,1,104,7,52,1083,1,True,False,False,False,False,False,False,True,False
1661,4,4,140,3,4,1467,1,False,True,False,False,False,False,False,True,False
1662,3,2,150,3,4,1910,1,False,False,False,True,False,True,False,True,False
1663,6,1,286,7,7,2338,1,False,False,True,False,False,True,False,True,False
1664,5,5,224,8,48,2627,1,False,False,False,True,False,True,True,False,False
1665,3,5,204,3,45,2513,1,False,False,False,False,False,True,True,False,False
1666,5,2,266,7,40,2304,1,True,False,False,False,False,True,True,False,True
1667,4,5,268,3,59,2083,1,False,True,False,False,False,True,True,False,False
1668,4,5,267,4,20,3132,1,False,False,False,True,False,True,True,False,True
1669,3,5,223,4,46,3938,1,False,False,True,False,False,True,True,False,False
1670,5,5,164,5,52,1644,1,False,False,False,True,False,True,True,False,True
1671,4,2,209,4,10,3370,1,False,False,False,False,False,True,True,False,False
1672,3,2,192,3,19,3183,1,True,False,False,False,False,True,True,False,False
1673,3,2,260,3,52,2874,1,False,True,False,False,False,True,False,True,True
1674,2,1,137,5,3,1037,1,False,False,False,True,False,True,False,True,False
1675,3,3,267,2,18,2435,1,False,False,True,False,False,True,True,False,True
1676,3,3,111,3,54,1712,1,False,False,False,True,False,True,False,True,True
1677,3,4,240,2,2,3729,1,False,False,False,False,False,True,False,True,False
1678,5,1,234,3,40,3340,1,True,False,False,False,False,True,False,True,True
1679,4,2,190,2,37,2563,1,False,True,False,False,False,True,False,True,True
1680,5,2,265,2,24,2415,1,False,False,False,True,False,True,False,False,True
1681,3,4,189,3,37,3492,1,False,False,True,False,False,True,False,True,False
1682,2,1,121,3,25,1124,1,False,False,False,True,False,True,False,True,True
1683,4,3,101,6,37,1344,1,False,False,False,False,False,True,True,False,True
1684,3,3,250,3,9,2752,1,True,False,False,False,False,True,False,True,True
1685,4,2,247,3,64,2198,1,False,True,False,False,False,True,False,True,False
1686,4,4,162,3,41,1104,1,False,False,False,True,False,True,False,True,True
1687,2,2,219,3,56,3608,1,False,False,True,False,False,True,True,False,False
1688,5,1,258,2,48,3717,1,False,False,False,True,False,True,False,True,False
1689,5,4,221,2,59,3444,1,False,False,False,False,False,True,True,False,False
1690,2,4,137,3,41,1176,1,True,False,False,False,False,True,False,False,False
1691,3,4,174,2,51,1430,1,False,True,False,False,False,True,False,True,True
1692,4,2,189,3,6,3671,1,False,False,False,True,False,True,False,True,True
1693,4,4,212,4,2,3830,1,False,False,True,False,False,True,False,True,False
1694,6,1,183,2,57,3966,1,False,False,False,True,False,True,True,False,True
1695,3,1,180,2,26,1715,1,False,False,False,False,False,True,True,False,True
1696,5,5,150,5,61,1091,1,True,False,False,False,False,True,False,True,False
1697,4,3,246,3,52,2440,1,False,True,False,False,False,True,False,True,False
1698,3,2,263,3,44,3802,1,False,False,False,True,False,True,False,False,False
1699,4,4,204,2,29,2941,1,False,False,True,False,False,True,True,False,True
1700,3,2,223,4,20,3955,1,False,False,False,True,False,True,True,False,False
